,,,,,,Total of Displayed Rows,,,"145,106,561","691,533","145,798,094","147,609,685","65,462,721","213,072,406","219,868,448","124,897,313","344,765,761",
Account,Account Title,Organization,Budget Activity,Budget Activity Title,Line Number,PE/BLI,Program Element/Budget Line Item (BLI) Title,Include In TOA,FY 2025 Actuals,FY 2025 Reconciliation,FY 2025 Total,FY 2026 Discretionary Enacted,FY 2026 PL 119-21 Spend Plan,FY 2026 Total,FY 2027 Discretionary Request,FY 2027 Mandatory Request,FY 2027 Total,Classification
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,140,0605049A,Missile Warning System Modernization (MWSM),Y,45,,45,"13,530",,"13,530",,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,141,0605051A,Aircraft Survivability Development,Y,"36,269",,"36,269","47,182","13,530","60,712","106,621",,"106,621",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,142,0605052A,Indirect Fire Protection Capability Inc 2 - Block 1,Y,"135,769",,"135,769","243,087",,"243,087","175,352",,"175,352",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,143,0605053A,Ground Robotics,Y,"27,342",,"27,342","160,818","74,000","234,818","192,185",,"192,185",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,144,0605054A,Emerging Technology Initiatives,Y,"122,503",,"122,503","80,046","139,000","219,046","147,881",,"147,881",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,145,0605058A,Terminal High Altitude Area Defense (THAAD) RDTE,Y,,,,,,,"1,053,983",,"1,053,983",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,146,0605144A,Next Generation Load Device - Medium,Y,"2,931",,"2,931","24,492",,"24,492","2,380",,"2,380",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,147,0605148A,Tactical Intel Targeting Access Node (TITAN) EMD,Y,"149,112",,"149,112","44,273",,"44,273","35,769",,"35,769",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,148,0605205A,Small Unmanned Aerial Vehicle (SUAV) (6.5),Y,"23,581",,"23,581",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,149,0605206A,CI and HUMINT Equipment Program-Army (CIHEP-A),Y,"1,296",,"1,296",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,150,0605216A,Joint Targeting Integrated Command and Coordination Suite (JTIC2S),Y,"20,633",,"20,633",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,151,0605224A,Multi-Domain Intelligence,Y,"18,913",,"18,913","44,844",,"44,844","49,594",,"49,594",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,152,0605231A,Precision Strike Missile (PrSM),Y,"177,328",,"177,328",,"197,184","197,184","288,304",,"288,304",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,153,0605232A,Hypersonics EMD,Y,"452,628",,"452,628","501,530","19,401","520,931","446,616",,"446,616",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,154,0605233A,Accessions Information Environment (AIE),Y,"37,305",,"37,305","32,710",,"32,710","33,770",,"33,770",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,155,0605235A,Strategic Mid-Range Capability,Y,"176,150",,"176,150","182,128",,"182,128","82,550",,"82,550",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,156,0605236A,Integrated Tactical Communications,Y,"11,778",,"11,778","22,732",,"22,732",,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,157,0605241A,Future Long Range Assault Aircraft Development,Y,"1,015,350",,"1,015,350","1,220,568","310,000","1,530,568","2,140,569",,"2,140,569",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,158,0605242A,Theater SIGINT System (TSIGS),Y,"3,660",,"3,660",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,159,0605244A,Joint Reduced Range Rocket (JR3),Y,"13,070",,"13,070","28,893",,"28,893","16,014",,"16,014",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,160,0605247A,Spectrum Situational Awareness System (S2AS),Y,"4,495",,"4,495",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,161,0605275A,Electronic Warfare Systems Development,Y,,,,"59,202",,"59,202","99,691",,"99,691",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,162,0605330A,C2 Transport,Y,,,,,,,"45,370",,"45,370",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,163,0605331A,C2 Applications,Y,,,,,,,"488,401",,"488,401",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,164,0605332A,C2 Data,Y,,,,,,,"306,019",,"306,019",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,165,0605333A,C2 Infrastructure,Y,,,,,,,"64,849",,"64,849",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,166,0605345A,Unmanned Aerial Systems Launched Effects Systems Development,Y,,,,"357,529","15,000","372,529","816,433",,"816,433",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,167,0605347A,Counter Unmanned Aerial Systems (UAS) Development,Y,,,,"140,400",,"140,400","359,182",,"359,182",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,168,0605450A,Joint Air-to-Ground Missile (JAGM),Y,"2,919",,"2,919",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,169,0605457A,Army Integrated Air and Missile Defense (AIAMD),Y,"566,078",,"566,078","143,446",,"143,446","126,623",,"126,623",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,170,0605531A,Counter - Small Unmanned Aircraft Systems Sys Dev & Demonstration,Y,"57,389",,"57,389","54,078",,"54,078",695,,695,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,172,0605625A,Manned Ground Vehicle,Y,"481,247",,"481,247","372,096",,"372,096","290,069",,"290,069",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,173,0605766A,National Capabilities Integration (MIP),Y,"16,565",,"16,565","16,913",,"16,913","17,211",,"17,211",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,174,0605812A,Joint Light Tactical Vehicle (JLTV) Engineering and Manufacturing Development Phase (EMD),Y,,,,,,,"2,749",,"2,749",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,175,0605830A,Aviation Ground Support Equipment,Y,943,,943,930,,930,951,,951,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,176,0303032A,TROJAN - RH12,Y,"3,930",,"3,930","3,920",,"3,920","3,946",,"3,946",U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,177,0303767A,AMBIT - Pre-Auctioned SRF,Y,"2,502",,"2,502",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,05,System development and demonstration,178,0304270A,Electronic Warfare Development,Y,"84,560",,"84,560","127,081",,"127,081","125,301",,"125,301",U
2040A,"Research, Development, Test and Evaluation, Army",,05,System development and demonstration,999,9999999999,Classified Programs,Y,"83,136",,"83,136","117,428",,"117,428","89,121",,"89,121",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,179,0604256A,Threat Simulator Development,Y,"72,696",,"72,696","74,767",,"74,767","60,233",,"60,233",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,180,0604258A,Target Systems Development,Y,"27,212",,"27,212","26,004",,"26,004","16,488",,"16,488",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,181,0604759A,Major T&E Investment,Y,"100,235",,"100,235","129,527","184,200","313,727","106,140",,"106,140",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,182,0605103A,Rand Arroyo Center,Y,"31,144",,"31,144","10,892",,"10,892","10,737",,"10,737",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,183,0605301A,Army Kwajalein Atoll,Y,"351,760",,"351,760","375,226","223,800","599,026","7,051",,"7,051",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,184,0605326A,Concepts Experimentation Program,Y,"77,909",,"77,909","63,606",,"63,606","55,596",,"55,596",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,185,0605502A,Small Business Innovative Research,Y,"356,228",,"356,228",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,186,0605601A,Army Test Ranges and Facilities,Y,"490,192",,"490,192","436,708",,"436,708","469,723",,"469,723",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,187,0605602A,Army Technical Test Instrumentation and Targets,Y,"71,303",,"71,303","67,775",,"67,775","62,303",,"62,303",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,188,0605604A,Survivability/Lethality Analysis,Y,"36,815",,"36,815","31,306",,"31,306","31,283",,"31,283",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,189,0605606A,Aircraft Certification,Y,"2,201",,"2,201","4,887",,"4,887","1,983",,"1,983",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,190,0605706A,Materiel Systems Analysis,Y,"23,338",,"23,338","19,100",,"19,100","19,013",,"19,013",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,191,0605709A,Exploitation of Foreign Items,Y,"6,245",,"6,245","6,277",,"6,277","10,481",,"10,481",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,192,0605712A,Support of Operational Testing,Y,"75,146",,"75,146","63,637",,"63,637","60,733",,"60,733",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,193,0605716A,Army Evaluation Center,Y,"73,220",,"73,220","62,343",,"62,343","65,565",,"65,565",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,194,0605718A,Army Modeling & Sim X-Cmd Collaboration & Integ,Y,"10,846",,"10,846","11,825",,"11,825","15,608",,"15,608",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,195,0605801A,Programwide Activities,Y,"203,513",,"203,513","54,172",,"54,172","52,978",,"52,978",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,196,0605803A,Technical Information Activities,Y,"31,508",,"31,508","26,592",,"26,592","27,004",,"27,004",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,197,0605805A,"Munitions Standardization, Effectiveness and Safety",Y,"48,913",,"48,913","46,965",,"46,965","44,851",,"44,851",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,198,0605857A,Environmental Quality Technology Mgmt Support,Y,"1,598",,"1,598","2,857",,"2,857","3,256",,"3,256",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,199,0605898A,Army Direct Report Headquarters - R&D - MHA,Y,"59,381",,"59,381","53,436",,"53,436","54,276",,"54,276",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,200,0606002A,Ronald Reagan Ballistic Missile Defense Test Site,Y,"70,964",,"70,964","72,302",,"72,302","118,585",,"118,585",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,201,0606003A,CounterIntel and Human Intel Modernization,Y,"9,574",,"9,574","5,660",,"5,660","5,802",,"5,802",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,202,0606118A,AIAMD Software Development & Integration,Y,,,,"368,812","63,000","431,812","653,653",,"653,653",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,203,0606942A,Assessments and Evaluations Cyber Vulnerabilities,Y,"10,105",,"10,105","6,354",,"6,354","6,468",,"6,468",U
2040A,"Research, Development, Test and Evaluation, Army",A,06,Management support,204,0909999A,Financing for Cancelled Account Adjustments,Y,773,,773,,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,205,0603778A,MLRS Product Improvement Program,Y,"13,670",,"13,670","14,639",,"14,639","17,780",,"17,780",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,206,0605024A,Anti-Tamper Technology Support,Y,"7,300",,"7,300","8,449",,"8,449","6,613",,"6,613",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,207,0607101A,Combating Weapons of Mass Destruction (CWMD) Product Improvement,Y,261,,261,115,,115,488,,488,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,208,0607131A,Weapons and Munitions Product Improvement Programs,Y,"31,285",,"31,285","80,762","2,400","83,162","21,553",,"21,553",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,209,0607136A,Blackhawk Product Improvement Program,Y,"124,047",,"124,047","123,998",,"123,998","35,147",,"35,147",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,210,0607137A,Chinook Product Improvement Program,Y,"4,640",,"4,640","25,859",,"25,859","7,277",,"7,277",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,211,0607139A,Improved Turbine Engine Program,Y,"127,582",,"127,582","175,000","63,000","238,000",,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,212,0607143A,Unmanned Aircraft System Universal Products,Y,"23,643",,"23,643",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,213,0607145A,Apache Future Development,Y,"7,942",,"7,942","44,371",,"44,371","30,759",,"30,759",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,214,0607148A,AN/TPQ-53 Counterfire Target Acquisition Radar System,Y,"51,694",,"51,694","43,054",,"43,054","90,981",,"90,981",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,215,0607150A,Intel Cyber Development,Y,"9,753",,"9,753","13,129",,"13,129","13,694",,"13,694",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,216,0607212A,TENCAP Enhancements,Y,,,,,,,"20,982",,"20,982",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,217,0607313A,Electronic Warfare Development,Y,"5,559",,"5,559",,,,,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,219,0607665A,Family of Biometrics,Y,568,,568,"1,594",,"1,594","1,640",,"1,640",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,220,0607865A,Patriot Product Improvement,Y,"162,309",,"162,309","179,981",,"179,981","219,046",,"219,046",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,221,0203728A,Joint Automated Deep Operation Coordination System (JADOCS),Y,"26,575",,"26,575","8,424",,"8,424","11,255",,"11,255",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,222,0203735A,Combat Vehicle Improvement Programs,Y,"317,214",,"317,214","739,211",,"739,211","492,364",,"492,364",U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,223,0203743A,155mm Self-Propelled Howitzer Improvements,Y,"39,905",,"39,905","105,410",,"105,410",,,,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,224,0203752A,Aircraft Engine Component Improvement Program,Y,142,,142,237,,237,239,,239,U
2040A,"Research, Development, Test and Evaluation, Army",A,07,Operational system development,225,0203758A,Digitization,Y,"1,505",,"1,505","1,013",,"1,013","1,615",,"1,615",U
